algorithm,episode,return,steps,success,epsilon,wall_hits,penalty_entries,locked_door_attempts,gate_blocks,key_collected,door_crossings,seed,epsilon_schedule,reward_mode
q_learning,216,36.0,126,1,0.5415745864091568,26,1,0,0,1,1,5,exponential,sparse
q_learning,217,-399.0,441,0,0.5400391104053001,75,13,0,0,1,0,5,exponential,sparse
q_learning,218,-384.0,441,0,0.5385079877936031,93,7,0,0,1,0,5,exponential,sparse
q_learning,219,-218.0,357,1,0.5369812062312984,81,9,0,0,1,6,5,exponential,sparse
q_learning,220,-353.5,441,0,0.5354587534106129,82,5,0,0,1,0,5,exponential,sparse
q_learning,221,-136.0,309,1,0.5339406170586684,75,2,0,0,1,6,5,exponential,sparse
q_learning,222,-124.0,281,1,0.532426784937383,79,1,0,2,1,4,5,exponential,sparse
q_learning,223,-80.0,239,1,0.5309172448433721,47,5,0,0,1,3,5,exponential,sparse
q_learning,224,-88.0,257,1,0.5294119846078505,51,4,0,0,1,1,5,exponential,sparse
q_learning,225,-5.0,174,1,0.5279109920965339,28,3,0,0,1,1,5,exponential,sparse
q_learning,226,-294.0,441,0,0.5264142552095411,61,1,0,0,1,1,5,exponential,sparse
q_learning,227,-79.0,225,1,0.5249217618812968,51,5,0,0,1,10,5,exponential,sparse
q_learning,228,-402.5,441,0,0.5234335000804338,68,15,0,0,1,0,5,exponential,sparse
q_learning,229,71.0,80,1,0.5219494578096964,18,1,0,0,1,1,5,exponential,sparse
q_learning,230,-282.5,441,0,0.5204696231058439,58,0,0,0,1,0,5,exponential,sparse
q_learning,231,-403.5,441,0,0.5189939840395535,64,16,0,0,1,0,5,exponential,sparse
q_learning,232,27.0,140,1,0.5175225287153248,32,0,0,0,1,4,5,exponential,sparse
q_learning,233,-296.0,441,0,0.5160552452713832,67,0,0,0,1,1,5,exponential,sparse
q_learning,234,-125.0,281,1,0.5145921218795851,76,2,0,1,1,2,5,exponential,sparse
q_learning,235,-341.5,441,0,0.513133146745322,88,2,0,0,1,0,5,exponential,sparse
q_learning,236,41.0,114,1,0.5116783081074252,21,2,0,1,1,1,5,exponential,sparse
q_learning,237,49.0,100,1,0.5102275942380721,26,1,0,0,1,1,5,exponential,sparse
q_learning,238,-367.5,441,0,0.5087809934426901,68,10,0,0,1,1,5,exponential,sparse
q_learning,239,87.0,66,1,0.5073384940598638,12,1,0,0,1,2,5,exponential,sparse
q_learning,240,12.0,136,1,0.5059000844612397,34,2,0,0,1,3,5,exponential,sparse
q_learning,241,-296.0,441,0,0.5044657530514337,67,0,0,0,1,1,5,exponential,sparse
q_learning,242,-14.0,167,1,0.5030354882679366,41,2,0,0,1,2,5,exponential,sparse
q_learning,243,66.0,77,1,0.5016092785810216,12,3,0,1,1,1,5,exponential,sparse
q_learning,244,55.0,82,1,0.5001871124936506,14,4,0,0,1,1,5,exponential,sparse
q_learning,245,-226.0,366,1,0.49876897854138247,60,14,0,0,1,2,5,exponential,sparse
q_learning,246,-304.5,441,0,0.4973548652922799,68,1,0,0,1,0,5,exponential,sparse
q_learning,247,-97.0,252,1,0.4959447613468175,54,5,0,0,1,6,5,exponential,sparse
q_learning,248,-291.0,441,0,0.49453865533778996,59,1,0,0,1,0,5,exponential,sparse
q_learning,249,-364.0,441,0,0.49313653593022033,75,8,0,0,1,0,5,exponential,sparse
q_learning,250,-258.5,441,0,0.49173839182126866,42,0,0,0,1,1,5,exponential,sparse
q_learning,251,-95.0,271,1,0.49034421174014087,65,1,0,0,1,1,5,exponential,sparse
q_learning,252,84.0,59,1,0.48895398444799787,7,3,0,0,1,1,5,exponential,sparse
q_learning,253,9.0,145,1,0.48756769873786515,33,2,0,0,1,5,5,exponential,sparse
q_learning,254,-345.0,441,0,0.4861853434345422,95,1,0,0,1,0,5,exponential,sparse
q_learning,255,-364.5,441,0,0.48480690739451243,80,7,0,0,1,0,5,exponential,sparse
q_learning,256,-56.0,249,1,0.48343237950585355,51,0,0,0,1,5,5,exponential,sparse
